x,y,dt
0.17567657803542971,0.7891028603785433,
0.1757422219470024,0.7861480765753933,0.008380889892578125
0.1784124041539939,0.7844980170466135,0.00838160514831543
0.1784772823891622,0.7815459096763853,0.008394002914428711
0.18117526543382456,0.7784257525548356,0.008402824401855469
0.18386884906787834,0.7753103538827182,0.008411645889282227
0.18655804250147393,0.7721997007609869,0.008420228958129883
0.18658948874293121,0.770727483421008,0.008423328399658203
0.18930508729424633,0.7661518865949489,0.00843954086303711
0.19201565537581605,0.7615835380553814,0.01684093475341797
0.19469089960061903,0.7584906879214421,0.008381128311157227
0.19475140551854384,0.755554231585956,0.008387088775634766
0.19742174315793357,0.752468484388498,0.008405685424804688
0.19748128486111796,0.7495348202482398,0.008417129516601562
0.20014672743845943,0.7464561469360386,0.008431673049926758
0.2002053058473653,0.74352525887552,0.008440732955932617
0.20286586501071108,0.7404536303777165,0.008447647094726562
0.20552210355108774,0.7373866284174382,0.008467912673950195
0.20557916867292908,0.7344608894641271,0.008481502532958984
0.20820233966960547,0.7328625179764849,0.008503198623657227
0.2082866514487002,0.7284778788888572,0.008507728576660156
0.21093317966038683,0.7254248407253121,0.008521795272827148
0.21096080439178222,0.7239646541113905,0.008529186248779297
0.21624045342874537,0.7178746512595876,0.016929149627685547
0.21629430271445127,0.7149592512947104,0.008462905883789062
0.21892717216685514,0.7119234242992466,0.008473873138427734
0.21898006748109328,0.7090107027033895,0.008482694625854492
0.2216081342134595,0.7059817414571055,0.008491277694702148
0.2242319518126647,0.7029572882176165,0.008502006530761719
0.22428335361530713,0.7000495572763118,0.008512258529663086
0.22695284461915277,0.6941268262767482,0.016918659210205078
0.22956711581348757,0.6911159789192877,0.00846099853515625
0.23217716910777528,0.6881095885399529,0.008466958999633789
0.23222613861587882,0.6852094149592804,0.008479595184326172
0.2348314485953558,0.6822097648014019,0.008491277694702148
0.2374325611838171,0.6792145398622706,0.0084991455078125
0.23748005434404806,0.676319245175966,0.008510351181030273
0.2400764474264466,0.6733307123469489,0.008527517318725586
0.24271468789180942,0.6674561144811219,0.016926288604736328
0.24530220867584893,0.6644786192808627,0.00846242904663086
0.24788557333342778,0.6615054860372099,0.008468151092529297
0.24793013622509474,0.6586198207586184,0.00848388671875
0.25050882957490433,0.6556532836729454,0.008501052856445312
0.2530833875421259,0.652691077051729,0.00851297378540039
0.2556538197599463,0.6497331884190899,0.008524179458618164
0.25826220463494204,0.643903144768205,0.016915321350097656
0.2608238961676462,0.6409560721981952,0.00846409797668457
0.26086504331736177,0.6380820790923231,0.008472919464111328
0.2634221236775306,0.6351414882943696,0.008485078811645508
0.2659751199956789,0.6322051528992428,0.008501768112182617
0.2660148345761231,0.6293358083653029,0.008511781692504883
0.2685632444651919,0.6264059072224516,0.008520126342773438
0.2711075912496881,0.6234802303532601,0.008532047271728516
0.2736668260997348,0.6191274554556583,0.01694178581237793
0.27620282236130267,0.6162112749043015,0.00847005844116211
0.27623989891591816,0.6133509898995902,0.008489131927490234
0.27875312129584734,0.6118701891923085,0.00850820541381836
0.2787894938826138,0.6090121723104107,0.008509635925292969
0.2813166794150491,0.6061075775678121,0.008526325225830078
0.2838222184719384,0.6046339664228005,0.00853586196899414
0.28637631236748623,0.5988851129556166,0.016936540603637695
0.28637631236748623,0.5988851129556166,0.008471488952636719
0.28890818341532826,0.5945693986755798,0.008477210998535156
0.2889250234498351,0.5931448489749028,0.008496761322021484
0.29141888658008935,0.5916834548500679,0.008512735366821289
0.2914519736382909,0.5888365239066617,0.008519649505615234
0.29395821359269636,0.5859567887496892,0.008535146713256836
0.2964763985194958,0.5816598439009939,0.016933441162109375
0.2965079122820299,0.578817406368285,0.008465051651000977
0.2989900472554566,0.5773691064016941,0.008484363555908203
0.2990208771118547,0.5745288521226337,0.008494138717651367
0.3014991727760791,0.5730845517646019,0.008509635925292969
0.30152932136589783,0.5702464701856884,0.008511066436767578
0.30648936282709105,0.5659508374591808,0.016916990280151367
0.30650390621723606,0.564533893366942,0.008451700210571289
0.30653270030280466,0.5617001255861113,0.008462190628051758
0.3089995402298182,0.560267740873636,0.008466720581054688
0.30901364934474285,0.5588519082379199,0.008485555648803711
0.3114907032092714,0.5560076737790184,0.008495807647705078
0.31150447698954736,0.554592907085895,0.008517742156982422
0.3139638715622089,0.553167410352639,0.008521556854248047
0.31400419106911376,0.5489262919891409,0.016932249069213867
0.31647277581394806,0.5460930483651879,0.008466720581054688
0.3164857864749689,0.5446804327289101,0.008477449417114258
0.318937497178222,0.5432637427534319,0.008487701416015625
0.3189629530759289,0.5404405758668291,0.008502721786499023
0.3189755364881475,0.5390290424792,0.008512735366821289
0.3214479582691873,0.5347962065133802,0.016919374465942383
0.3238920304480279,0.5333882573735735,0.008454322814941406
0.3239040527065971,0.5319787731487184,0.008459091186523438
0.3263563165350485,0.5291652301528094,0.00847768783569336
0.3263796122986322,0.5263483580447386,0.008485555648803711
0.3288162253016306,0.5249481146037094,0.008497476577758789
0.3288275958547357,0.5235406920207154,0.008501529693603516
0.33126062803403755,0.5221433138487865,0.008520126342773438
0.3312937687723158,0.5179241148924705,0.016921281814575195
0.3337336887257576,0.5151261415887174,0.008462905883789062
0.3361593218956718,0.5137363936940798,0.008467912673950195
0.33616982050627986,0.5123319998487582,0.008477210998535156
0.336190534131427,0.5095232867188997,0.008486747741699219
0.3386123529055013,0.5081382931467878,0.008503437042236328
0.3386324284801362,0.5053315940318592,0.008509397506713867
0.34106034178253536,0.502548020753294,0.01691293716430664
0.3434844987222335,0.4997682353614062,0.008449316024780273
0.34349394985827086,0.498366874000763,0.008460760116577148
0.3459049088999565,0.49699222643078483,0.00846552848815918
0.3459232754176292,0.4941914681835469,0.008470296859741211
0.34833059170110525,0.4928205625403669,0.008479833602905273
0.34833950833875776,0.49142116178199313,0.008496284484863281
0.35075201567454356,0.4886546030014781,0.00850677490234375
0.3531691942181548,0.4844943245180066,0.016918659210205078
0.3555658918768018,0.483132683022142,0.008445978164672852
0.3555740624615435,0.4817361854315148,0.008463144302368164
0.3579752348225636,0.47898175705387686,0.008475065231323242
0.35798309774421583,0.47758623005200324,0.00849151611328125
0.3603727208447841,0.4762310281504156,0.008500814437866211
0.360387926267702,0.4734418912663014,0.008502721786499023
0.36278130910420214,0.4706967469374154,0.016908884048461914
0.36516389494454504,0.4693479426606491,0.008448600769042969
0.36517806728992247,0.4665626167467422,0.008457183837890625
0.36755708856038416,0.46521746045970463,0.008468389511108398
0.3699327934350182,0.4638740844665229,0.00847482681274414
0.3699395041943248,0.46248329607206545,0.008486270904541016
0.372318283088268,0.4597527694749739,0.008499622344970703
0.37232469454690315,0.45836292644444343,0.008505821228027344
0.3746934347190293,0.4570258696225502,0.008518695831298828
0.37707687318013017,0.45152662924885534,0.016922950744628906
0.3794386856426646,0.45019585034710025,0.008455514907836914
0.3794443877767315,0.44880880133376255,0.008466482162475586
0.3818028076740791,0.44748068794113854,0.008468866348266602
0.38181371426065314,0.444708440274334,0.00848841667175293
0.38416863590126177,0.4433838982919808,0.008496284484863281
0.3865303921434459,0.4392925147179643,0.01689434051513672
0.38653530747620807,0.43790823167426984,0.008434772491455078
0.3888880898296568,0.4352065148422014,0.008446693420410156
0.3912327998594086,0.4338907985236722,0.008458137512207031
0.3912417423917279,0.4311258763620775,0.008468866348266602
0.39358299261708585,0.4298136862247,0.008481502532958984
0.39358722172877214,0.4284321313936128,0.008496761322021484
0.39592916376286785,0.4257419006146891,0.00850677490234375
0.39827132671952653,0.42167541958458354,0.016924142837524414
0.3982749886457055,0.4202956644021784,0.008452653884887695
0.40060602744469087,0.4189930810737519,0.008460044860839844
0.4029372199425314,0.41631422184407674,0.008480310440063477
0.40294049400443016,0.4149362542171706,0.008488178253173828
0.40526799524159834,0.412261753144277,0.008498668670654297
0.4052709909440336,0.41088467084961683,0.008507490158081055
0.4075948126311903,0.4082145108790118,0.008513689041137695
0.4099151561079181,0.4055477927631199,0.01691269874572754
0.4122320306463396,0.40288450599730885,0.008458852767944336
0.4122343714839386,0.40151006595042343,0.00846552848815918
0.4145475988307857,0.3988510766624818,0.008483171463012695
0.41454966744846655,0.39747750525584385,0.008493900299072266
0.4168592592747102,0.394822796611308,0.008498191833496094
0.41686105739711315,0.393450089143951,0.008511066436767578
0.4191654120217288,0.3921714823767368,0.008518695831298828
0.421469564535167,0.38815258084787796,0.01691722869873047
0.42376868410849616,0.38550888824908147,0.008460044860839844
0.4237698477174455,0.38413876907735606,0.008471012115478516
0.42606537560855906,0.3814992974592055,0.008496284484863281
0.4283567011872344,0.3802315746737746,0.0084991455078125
0.42835822276281926,0.3774947586331747,0.008514404296875
0.43064624002757756,0.3762303867889853,0.008526802062988281
0.4329319577142157,0.3722342179236269,0.016933679580688477
0.43521376310335164,0.36960892405923734,0.008469343185424805
0.43521386757849206,0.36824304710483385,0.00847625732421875
0.43749213509949675,0.3656219025137919,0.008495092391967773
0.43976729524757996,0.36436823869810675,0.008507728576660156
0.4397667241503765,0.3616398418581901,0.008526325225830078
0.4420386219912687,0.3603894772998667,0.008528470993041992
0.4420375435619477,0.3576627213531421,0.008538961410522461
0.44657093044992896,0.3538084385515101,0.016935110092163086
0.4465700091056605,0.35244671941384814,0.00847768783569336
0.44883126629294684,0.3498435923455765,0.008488178253173828
0.44883009603017,0.3484826817953577,0.008495569229125977
0.4510892184450505,0.3472437013233116,0.008499622344970703
0.45334387455728475,0.34464703647049577,0.00851750373840332
0.45559357289497054,0.3406951496853314,0.01692056655883789
0.45784149918665074,0.33810572646225684,0.00845789909362793
0.45783958552465687,0.33674808224280667,0.008461952209472656
0.46008408047799776,0.33416266856257915,0.00847935676574707
0.462327556472794,0.3329364525528968,0.008488178253173828
0.4623230006810765,0.33022439416241867,0.008497953414916992
0.46456330509308313,0.3290013766780515,0.008522748947143555
0.46679541538922364,0.32507105306905393,0.01692056655883789
0.4690267728478114,0.3224991125209156,0.008457660675048828
0.4690239005191252,0.32114546186950976,0.008468866348266602
0.47125187930995266,0.3185774628757293,0.008472681045532227
0.4734798322759878,0.3173646434438547,0.008480310440063477
0.47347338507833114,0.3146605104715043,0.00850057601928711
0.47569479491148947,0.312099553929789,0.00850987434387207
0.4779093669612707,0.30819117794348505,0.016916990280151367
0.4801280449440227,0.3069869518510619,0.008453130722045898
0.48233990270709226,0.30443528744732634,0.008458137512207031
0.48233595430009435,0.30308633749414865,0.008466482162475586
0.4845444954767671,0.30053853601771047,0.008490562438964844
0.48675412750447977,0.2993411849856596,0.0084991455078125
0.4867455587766139,0.2966463821798304,0.008508682250976562
0.488947647715593,0.2941054834591334,0.008513212203979492
0.49114191019357717,0.2902217291985519,0.016922712326049805
0.49334241975853926,0.28903281360884725,0.008453130722045898
0.49553512021205376,0.28650102403586697,0.008473873138427734
0.4955301427480181,0.2851566664888759,0.008475065231323242
0.4977195880533351,0.2826286630080152,0.008491039276123047
0.49990593088911217,0.280103665923592,0.008501529693603516
0.5020945830215107,0.27892372674444443,0.008523941040039062
0.5042693435789052,0.2750626545798198,0.016922712326049805
0.5064464306010534,0.27254662221940423,0.008458375930786133
0.5064348559625794,0.2698654135932861,0.008469581604003906
0.5086145601234856,0.268693732056682,0.008475780487060547
0.5107853832246038,0.2661843839924087,0.00849294662475586
